display(log)
check(C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/NumberConcept_1.txt)
model is syntactically correct
data(C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/tmp/data.txt)
data loaded
compile(1)
model compiled
inits(1,C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/tmp/init_1.txt)
this chain contains uninitialized variables
refresh(1)
gen.inits()
initial values generated, model initialized
update(1000)
set(pp)
set(ppz)
set(ppb)
set(v)
set(z)
thin.updater(1)
update(2000)
coda(*,C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/tmp/coda)
stats(*)

Node statistics
	 node	 mean	 sd	 MC error	2.5%	median	97.5%	start	sample
	pp[44,3]	3.018	0.4361	0.008989	3.0	3.0	3.0	1001	2000
	pp[44,4]	4.077	0.9058	0.01807	4.0	4.0	4.0	1001	2000
	pp[44,5]	5.133	1.163	0.02713	5.0	5.0	5.0	1001	2000
	pp[44,6]	6.075	1.11	0.02642	6.0	6.0	6.0	1001	2000
	pp[44,7]	7.0	1.162	0.02831	5.0	7.0	7.0	1001	2000
	pp[44,8]	7.954	1.124	0.02438	5.0	8.0	8.0	1001	2000
	pp[44,9]	8.72	1.848	0.03258	2.0	9.0	13.0	1001	2000
	pp[44,10]	9.576	2.052	0.04671	2.0	10.0	13.0	1001	2000
	pp[44,11]	10.03	2.821	0.05638	2.0	11.0	15.0	1001	2000
	pp[44,12]	9.508	4.182	0.08056	1.0	12.0	15.0	1001	2000
	pp[44,13]	12.19	2.687	0.0847	2.0	13.0	13.0	1001	2000
	pp[44,14]	12.56	3.621	0.08707	2.0	14.0	14.0	1001	2000
	pp[44,15]	14.71	1.696	0.03734	8.0	15.0	15.0	1001	2000
	pp[45,1]	1.377	1.888	0.04737	1.0	1.0	7.0	1001	2000
	pp[45,2]	2.332	1.771	0.03749	2.0	2.0	7.0	1001	2000
	pp[45,3]	3.295	1.623	0.02731	3.0	3.0	8.0	1001	2000
	pp[45,4]	4.546	2.13	0.04838	4.0	4.0	15.0	1001	2000
	pp[45,5]	6.639	3.473	0.07522	4.0	5.0	15.0	1001	2000
	pp[45,6]	7.248	3.227	0.07579	4.0	6.0	15.0	1001	2000
	pp[45,7]	7.854	3.215	0.08086	3.0	7.0	15.0	1001	2000
	pp[45,8]	8.369	2.942	0.06312	4.0	8.0	15.0	1001	2000
	pp[45,9]	8.709	3.198	0.05845	2.0	9.0	15.0	1001	2000
	pp[45,10]	9.326	3.254	0.07883	2.0	10.0	15.0	1001	2000
	pp[45,11]	9.424	3.685	0.07298	2.0	11.0	15.0	1001	2000
	pp[45,12]	9.268	4.226	0.08491	1.0	12.0	15.0	1001	2000
	pp[45,13]	10.84	3.855	0.07594	3.0	13.0	15.0	1001	2000
	pp[45,14]	10.89	4.401	0.1048	2.0	14.0	15.0	1001	2000
	pp[45,15]	12.32	4.183	0.1056	4.0	15.0	15.0	1001	2000
	pp[46,1]	1.076	0.8498	0.01743	1.0	1.0	1.0	1001	2000
	pp[46,2]	2.042	0.6073	0.0145	2.0	2.0	2.0	1001	2000
	pp[46,3]	3.046	0.7556	0.01564	3.0	3.0	3.0	1001	2000
	pp[46,4]	4.096	0.9377	0.02452	4.0	4.0	4.0	1001	2000
	pp[46,5]	5.14	1.201	0.0278	5.0	5.0	6.0	1001	2000
	pp[46,6]	6.064	1.111	0.03216	5.0	6.0	7.0	1001	2000
	pp[46,7]	7.033	1.328	0.03007	5.0	7.0	7.0	1001	2000
	pp[46,8]	7.904	1.325	0.02802	4.0	8.0	8.0	1001	2000
	pp[46,9]	8.665	1.847	0.04326	2.0	9.0	11.0	1001	2000
	pp[46,10]	9.533	2.187	0.04134	2.0	10.0	15.0	1001	2000
	pp[46,11]	10.03	2.919	0.05606	1.0	11.0	15.0	1001	2000
	pp[46,12]	9.722	4.109	0.1029	1.0	12.0	15.0	1001	2000
	pp[46,13]	12.14	2.791	0.07474	2.0	13.0	13.0	1001	2000
	pp[46,14]	12.41	3.792	0.08228	2.0	14.0	15.0	1001	2000
	pp[46,15]	14.7	1.713	0.04918	8.0	15.0	15.0	1001	2000
	pp[47,1]	1.06	0.7235	0.01368	1.0	1.0	1.0	1001	2000
	pp[47,2]	2.047	0.644	0.01377	2.0	2.0	2.0	1001	2000
	pp[47,3]	3.037	0.5993	0.0125	3.0	3.0	3.0	1001	2000
	pp[47,4]	4.083	0.8986	0.02108	4.0	4.0	4.0	1001	2000
	pp[47,5]	5.147	1.206	0.02647	5.0	5.0	6.0	1001	2000
	pp[47,6]	6.048	1.05	0.02276	5.0	6.0	6.0	1001	2000
	pp[47,7]	7.035	1.252	0.02859	5.0	7.0	7.0	1001	2000
	pp[47,8]	7.936	1.179	0.02541	5.0	8.0	8.0	1001	2000
	pp[47,9]	8.639	1.774	0.04401	2.0	9.0	9.0	1001	2000
	pp[47,10]	9.551	2.073	0.04314	2.0	10.0	14.0	1001	2000
	pp[47,11]	9.989	2.893	0.04937	1.0	11.0	15.0	1001	2000
	pp[47,12]	9.632	4.109	0.07725	1.0	12.0	15.0	1001	2000
	pp[47,13]	12.25	2.639	0.06229	2.0	13.0	13.0	1001	2000
	pp[47,14]	12.56	3.637	0.07625	2.0	14.0	15.0	1001	2000
	pp[47,15]	14.72	1.659	0.03966	8.0	15.0	15.0	1001	2000
	pp[48,1]	1.312	1.827	0.04793	1.0	1.0	6.0	1001	2000
	pp[48,2]	2.201	1.376	0.03482	2.0	2.0	5.0	1001	2000
	pp[48,3]	3.201	1.349	0.02957	3.0	3.0	5.0	1001	2000
	pp[48,4]	4.26	1.481	0.03234	4.0	4.0	8.0	1001	2000
	pp[48,5]	6.306	3.128	0.08228	5.0	5.0	15.0	1001	2000
	pp[48,6]	6.938	2.853	0.06675	4.0	6.0	15.0	1001	2000
	pp[48,7]	7.593	2.73	0.0679	4.0	7.0	15.0	1001	2000
	pp[48,8]	8.316	2.636	0.06791	4.0	8.0	15.0	1001	2000
	pp[48,9]	8.754	2.85	0.07162	2.0	9.0	15.0	1001	2000
	pp[48,10]	9.388	2.898	0.07217	3.0	10.0	15.0	1001	2000
	pp[48,11]	9.761	3.369	0.06306	2.0	11.0	15.0	1001	2000
	pp[48,12]	9.457	4.257	0.08225	1.0	12.0	15.0	1001	2000
	pp[48,13]	11.28	3.534	0.069	3.0	13.0	15.0	1001	2000
	pp[48,14]	11.46	4.218	0.09754	2.0	14.0	15.0	1001	2000
	pp[48,15]	13.06	3.751	0.09119	5.0	15.0	15.0	1001	2000
	pp[49,1]	1.044	0.5706	0.01235	1.0	1.0	1.0	1001	2000
	pp[49,2]	2.039	0.5805	0.01225	2.0	2.0	2.0	1001	2000
	pp[49,3]	3.041	0.6429	0.0123	3.0	3.0	3.0	1001	2000
	pp[49,4]	4.042	0.689	0.01626	4.0	4.0	4.0	1001	2000
	pp[49,5]	5.109	1.068	0.02393	5.0	5.0	5.0	1001	2000
	pp[49,6]	6.082	1.18	0.02728	5.0	6.0	7.0	1001	2000
	pp[49,7]	6.951	1.06	0.02154	5.0	7.0	7.0	1001	2000
	pp[49,8]	7.96	1.229	0.03251	5.0	8.0	8.0	1001	2000
	pp[49,9]	8.72	1.769	0.04108	2.0	9.0	9.0	1001	2000
	pp[49,10]	9.511	2.175	0.04626	2.0	10.0	14.0	1001	2000
	pp[49,11]	10.08	2.757	0.06939	2.0	11.0	15.0	1001	2000
	pp[49,12]	9.406	4.293	0.1107	1.0	12.0	15.0	1001	2000
	pp[49,13]	12.27	2.622	0.05638	2.0	13.0	13.0	1001	2000
	pp[49,14]	12.63	3.571	0.06811	2.0	14.0	15.0	1001	2000
	pp[49,15]	14.74	1.61	0.03553	9.0	15.0	15.0	1001	2000
	pp[50,1]	1.064	0.7334	0.01595	1.0	1.0	1.0	1001	2000
	pp[50,2]	2.039	0.6021	0.01229	2.0	2.0	2.0	1001	2000
	pp[50,3]	3.054	0.762	0.01673	3.0	3.0	3.0	1001	2000
	pp[50,4]	4.054	0.7632	0.01443	4.0	4.0	4.0	1001	2000
	pp[50,5]	5.091	1.016	0.02184	5.0	5.0	5.0	1001	2000
	pp[50,6]	6.088	1.109	0.02114	6.0	6.0	6.0	1001	2000
	pp[50,7]	7.045	1.141	0.02231	6.0	7.0	7.0	1001	2000
	pp[50,8]	7.941	1.11	0.02472	5.0	8.0	8.0	1001	2000
	pp[50,9]	8.732	1.84	0.04398	2.0	9.0	13.0	1001	2000
	pp[50,10]	9.403	2.278	0.05863	2.0	10.0	11.0	1001	2000
	pp[50,11]	10.07	2.802	0.06108	2.0	11.0	15.0	1001	2000
	pp[50,12]	9.672	4.162	0.08709	1.0	12.0	15.0	1001	2000
	pp[50,13]	12.15	2.801	0.06383	2.0	13.0	13.0	1001	2000
	pp[50,14]	12.65	3.568	0.0853	2.0	14.0	14.0	1001	2000
	pp[50,15]	14.76	1.535	0.03756	13.0	15.0	15.0	1001	2000
	pp[51,1]	1.067	0.8152	0.01695	1.0	1.0	1.0	1001	2000
	pp[51,2]	2.072	0.8269	0.01666	2.0	2.0	2.0	1001	2000
	pp[51,3]	3.049	0.6954	0.01738	3.0	3.0	3.0	1001	2000
	pp[51,4]	4.032	0.6152	0.01319	4.0	4.0	4.0	1001	2000
	pp[51,5]	5.089	1.008	0.01816	5.0	5.0	5.0	1001	2000
	pp[51,6]	6.002	1.023	0.02309	5.0	6.0	6.0	1001	2000
	pp[51,7]	6.959	1.043	0.02542	5.0	7.0	7.0	1001	2000
	pp[51,8]	7.947	1.118	0.02337	5.0	8.0	8.0	1001	2000
	pp[51,9]	8.688	1.775	0.04229	2.0	9.0	9.0	1001	2000
	pp[51,10]	9.592	2.056	0.03943	2.0	10.0	14.0	1001	2000
	pp[51,11]	10.01	2.836	0.06843	2.0	11.0	15.0	1001	2000
	pp[51,12]	9.637	4.131	0.08849	1.0	12.0	15.0	1001	2000
	pp[51,13]	12.23	2.661	0.05708	2.0	13.0	13.0	1001	2000
	pp[51,14]	12.57	3.625	0.07416	2.0	14.0	15.0	1001	2000
	pp[51,15]	14.81	1.391	0.02987	15.0	15.0	15.0	1001	2000
	pp[52,1]	1.065	0.8321	0.01716	1.0	1.0	1.0	1001	2000
	pp[52,2]	2.05	0.7022	0.01376	2.0	2.0	2.0	1001	2000
	pp[52,3]	3.075	0.8625	0.01977	3.0	3.0	3.0	1001	2000
	pp[52,4]	4.074	0.8803	0.01935	4.0	4.0	4.0	1001	2000
	pp[52,5]	5.107	1.09	0.02497	5.0	5.0	5.0	1001	2000
	pp[52,6]	6.061	1.084	0.0244	6.0	6.0	6.0	1001	2000
	pp[52,7]	6.995	1.123	0.02368	5.0	7.0	7.0	1001	2000
	pp[52,8]	7.958	1.147	0.02423	5.0	8.0	8.0	1001	2000
	pp[52,9]	8.721	1.66	0.03326	3.0	9.0	9.0	1001	2000
	pp[52,10]	9.482	2.127	0.04937	2.0	10.0	10.0	1001	2000
	pp[52,11]	9.994	2.843	0.05861	1.0	11.0	14.0	1001	2000
	pp[52,12]	9.665	4.083	0.1018	1.0	12.0	15.0	1001	2000
	pp[52,13]	12.28	2.586	0.05257	3.0	13.0	13.0	1001	2000
	pp[52,14]	12.58	3.63	0.08449	2.0	14.0	15.0	1001	2000
	pp[52,15]	14.72	1.712	0.03953	8.0	15.0	15.0	1001	2000
	pp[53,1]	1.028	0.4009	0.009198	1.0	1.0	1.0	1001	2000
	pp[53,2]	2.017	0.4401	0.009848	2.0	2.0	2.0	1001	2000
	pp[53,3]	3.022	0.4878	0.01026	3.0	3.0	3.0	1001	2000
	pp[53,4]	4.015	0.4978	0.009816	4.0	4.0	4.0	1001	2000
	pp[53,5]	5.0	0.3633	0.007426	5.0	5.0	5.0	1001	2000
	pp[53,6]	5.997	0.6899	0.01729	6.0	6.0	6.0	1001	2000
	pp[53,7]	6.932	0.7845	0.01747	5.0	7.0	7.0	1001	2000
	pp[53,8]	7.941	0.9581	0.02255	8.0	8.0	8.0	1001	2000
	pp[53,9]	8.652	1.771	0.03712	2.0	9.0	9.0	1001	2000
	pp[53,10]	9.62	1.815	0.04287	3.0	10.0	10.0	1001	2000
	pp[53,11]	10.16	2.596	0.05567	2.0	11.0	11.0	1001	2000
	pp[53,12]	9.719	4.129	0.0891	1.0	12.0	15.0	1001	2000
	pp[53,13]	12.21	2.765	0.05575	2.0	13.0	13.0	1001	2000
	pp[53,14]	12.64	3.58	0.0639	2.0	14.0	14.0	1001	2000
	pp[53,15]	14.89	1.144	0.02523	15.0	15.0	15.0	1001	2000
	pp[54,1]	1.058	0.753	0.01936	1.0	1.0	1.0	1001	2000
	pp[54,2]	2.026	0.4747	0.01044	2.0	2.0	2.0	1001	2000
	pp[54,3]	3.042	0.6259	0.01357	3.0	3.0	3.0	1001	2000
	pp[54,4]	4.006	0.4242	0.009834	4.0	4.0	4.0	1001	2000
	pp[54,5]	4.996	0.499	0.01043	5.0	5.0	5.0	1001	2000
	pp[54,6]	6.003	0.6734	0.01534	6.0	6.0	6.0	1001	2000
	pp[54,7]	6.962	0.8489	0.01424	7.0	7.0	7.0	1001	2000
	pp[54,8]	7.907	0.8848	0.02082	8.0	8.0	8.0	1001	2000
	pp[54,9]	8.71	1.596	0.03666	2.0	9.0	9.0	1001	2000
	pp[54,10]	9.555	1.888	0.03785	2.0	10.0	10.0	1001	2000
	pp[54,11]	10.09	2.75	0.05996	1.0	11.0	11.0	1001	2000
	pp[54,12]	9.709	4.105	0.09932	1.0	12.0	15.0	1001	2000
	pp[54,13]	12.28	2.627	0.05932	2.0	13.0	13.0	1001	2000
	pp[54,14]	12.73	3.507	0.07662	2.0	14.0	14.0	1001	2000
	pp[54,15]	14.9	1.084	0.02516	15.0	15.0	15.0	1001	2000
	pp[55,1]	1.077	0.9036	0.01951	1.0	1.0	1.0	1001	2000
	pp[55,2]	2.036	0.6463	0.01352	2.0	2.0	2.0	1001	2000
	pp[55,3]	3.037	0.5729	0.01247	3.0	3.0	3.0	1001	2000
	pp[55,4]	4.037	0.6768	0.01423	4.0	4.0	4.0	1001	2000
	pp[55,5]	5.152	1.208	0.03011	5.0	5.0	6.0	1001	2000
	pp[55,6]	6.088	1.242	0.03131	5.0	6.0	7.0	1001	2000
	pp[55,7]	7.026	1.144	0.03131	5.0	7.0	7.0	1001	2000
	pp[55,8]	7.948	1.268	0.02712	5.0	8.0	8.0	1001	2000
	pp[55,9]	8.669	1.853	0.03482	2.0	9.0	10.0	1001	2000
	pp[55,10]	9.518	2.153	0.04257	2.0	10.0	14.0	1001	2000
	pp[55,11]	10.01	2.873	0.06879	2.0	11.0	15.0	1001	2000
	pp[55,12]	9.815	4.088	0.08865	1.0	12.0	15.0	1001	2000
	pp[55,13]	12.21	2.724	0.06572	2.0	13.0	13.0	1001	2000
	pp[55,14]	12.54	3.667	0.08556	2.0	14.0	15.0	1001	2000
	pp[55,15]	14.67	1.837	0.03792	6.0	15.0	15.0	1001	2000
	pp[56,1]	1.426	2.039	0.04295	1.0	1.0	8.0	1001	2000
	pp[56,2]	2.353	1.745	0.04416	2.0	2.0	7.0	1001	2000
	pp[56,3]	3.412	1.924	0.03431	3.0	3.0	10.0	1001	2000
	pp[56,4]	4.309	1.578	0.03501	4.0	4.0	8.0	1001	2000
	pp[56,5]	7.266	3.767	0.0988	4.0	5.0	15.0	1001	2000
	pp[56,6]	7.674	3.579	0.07522	4.0	6.0	15.0	1001	2000
	pp[56,7]	8.192	3.454	0.06688	4.0	7.0	15.0	1001	2000
	pp[56,8]	8.578	3.339	0.07854	3.0	8.0	15.0	1001	2000
	pp[56,9]	8.969	3.411	0.07672	3.0	9.0	15.0	1001	2000
	pp[56,10]	9.348	3.587	0.08094	2.0	10.0	15.0	1001	2000
	pp[56,11]	9.573	3.713	0.09012	2.0	11.0	15.0	1001	2000
	pp[56,12]	9.042	4.371	0.09931	1.0	9.0	15.0	1001	2000
	pp[56,13]	10.56	3.995	0.09749	2.0	13.0	15.0	1001	2000
	pp[56,14]	10.71	4.388	0.09037	2.0	14.0	15.0	1001	2000
	pp[56,15]	11.68	4.425	0.09737	4.0	15.0	15.0	1001	2000
	pp[57,1]	1.052	0.7101	0.01608	1.0	1.0	1.0	1001	2000
	pp[57,2]	2.025	0.4716	0.009933	2.0	2.0	2.0	1001	2000
	pp[57,3]	3.032	0.5244	0.01152	3.0	3.0	3.0	1001	2000
	pp[57,4]	4.005	0.4615	0.01324	4.0	4.0	4.0	1001	2000
	pp[57,5]	5.009	0.6496	0.01498	5.0	5.0	5.0	1001	2000
	pp[57,6]	5.995	0.7487	0.01822	6.0	6.0	6.0	1001	2000
	pp[57,7]	6.949	1.014	0.0238	5.0	7.0	7.0	1001	2000
	pp[57,8]	7.916	0.8203	0.01939	8.0	8.0	8.0	1001	2000
	pp[57,9]	8.684	1.678	0.03234	2.0	9.0	9.0	1001	2000
	pp[57,10]	9.556	1.966	0.04687	2.0	10.0	10.0	1001	2000
	pp[57,11]	10.13	2.733	0.05449	2.0	11.0	13.0	1001	2000
	pp[57,12]	9.608	4.135	0.08509	1.0	12.0	15.0	1001	2000
	pp[57,13]	12.26	2.626	0.06344	2.0	13.0	13.0	1001	2000
	pp[57,14]	12.6	3.632	0.07635	1.0	14.0	14.0	1001	2000
	pp[57,15]	14.91	0.9864	0.01789	15.0	15.0	15.0	1001	2000
	pp[58,1]	1.04	0.6016	0.01252	1.0	1.0	1.0	1001	2000
	pp[58,2]	2.033	0.5722	0.01411	2.0	2.0	2.0	1001	2000
	pp[58,3]	3.014	0.3785	0.008242	3.0	3.0	3.0	1001	2000
	pp[58,4]	4.016	0.5062	0.01133	4.0	4.0	4.0	1001	2000
	pp[58,5]	5.005	0.3937	0.008896	5.0	5.0	5.0	1001	2000
	pp[58,6]	6.006	0.8099	0.01891	6.0	6.0	6.0	1001	2000
	pp[58,7]	6.96	0.9369	0.02043	7.0	7.0	7.0	1001	2000
	pp[58,8]	7.929	0.8888	0.02	8.0	8.0	8.0	1001	2000
	pp[58,9]	8.72	1.664	0.03663	3.0	9.0	9.0	1001	2000
	pp[58,10]	9.614	1.84	0.04304	3.0	10.0	10.0	1001	2000
	pp[58,11]	10.09	2.771	0.05622	1.0	11.0	13.0	1001	2000
	pp[58,12]	9.732	4.106	0.09578	1.0	12.0	15.0	1001	2000
	pp[58,13]	12.25	2.694	0.06203	2.0	13.0	13.0	1001	2000
	pp[58,14]	12.48	3.799	0.09363	1.0	14.0	14.0	1001	2000
	pp[58,15]	14.91	0.974	0.02135	15.0	15.0	15.0	1001	2000
	pp[59,1]	1.777	2.664	0.06644	1.0	1.0	15.0	1001	2000
	pp[59,2]	2.619	2.417	0.05229	2.0	2.0	15.0	1001	2000
	pp[59,3]	3.624	2.3	0.05527	3.0	3.0	15.0	1001	2000
	pp[59,4]	5.101	2.933	0.07058	4.0	4.0	15.0	1001	2000
	pp[59,5]	8.456	4.335	0.0885	2.0	7.0	15.0	1001	2000
	pp[59,6]	8.683	4.238	0.08414	3.0	7.0	15.0	1001	2000
	pp[59,7]	8.858	4.228	0.1029	3.0	7.0	15.0	1001	2000
	pp[59,8]	8.801	4.169	0.09163	3.0	8.0	15.0	1001	2000
	pp[59,9]	9.049	4.166	0.08709	3.0	8.0	15.0	1001	2000
	pp[59,10]	8.948	4.193	0.08374	2.0	8.0	15.0	1001	2000
	pp[59,11]	9.221	4.3	0.1017	2.0	8.0	15.0	1001	2000
	pp[59,12]	9.062	4.387	0.08742	2.0	8.0	15.0	1001	2000
	pp[59,13]	9.402	4.37	0.1075	3.0	8.0	15.0	1001	2000
	pp[59,14]	9.226	4.411	0.1215	2.0	8.0	15.0	1001	2000
	pp[59,15]	9.517	4.604	0.1116	2.0	8.0	15.0	1001	2000
	pp[60,1]	1.688	2.575	0.05223	1.0	1.0	14.0	1001	2000
	pp[60,2]	2.524	2.217	0.04844	2.0	2.0	13.0	1001	2000
	pp[60,3]	3.584	2.181	0.05184	3.0	3.0	14.0	1001	2000
	pp[60,4]	4.476	2.003	0.04911	4.0	4.0	15.0	1001	2000
	pp[60,5]	8.69	4.343	0.09263	3.0	7.0	15.0	1001	2000
	pp[60,6]	8.582	4.126	0.08803	3.0	6.0	15.0	1001	2000
	pp[60,7]	9.029	4.132	0.08564	3.0	7.0	15.0	1001	2000
	pp[60,8]	8.942	3.997	0.09423	3.0	8.0	15.0	1001	2000
	pp[60,9]	9.165	4.036	0.07421	2.0	9.0	15.0	1001	2000
	pp[60,10]	9.251	4.055	0.1123	3.0	8.0	15.0	1001	2000
	pp[60,11]	9.168	4.133	0.09349	2.0	8.0	15.0	1001	2000
	pp[60,12]	9.146	4.327	0.0892	2.0	8.0	15.0	1001	2000
	pp[60,13]	9.701	4.226	0.09234	3.0	9.0	15.0	1001	2000
	pp[60,14]	9.738	4.443	0.1105	2.0	8.0	15.0	1001	2000
	pp[60,15]	10.01	4.551	0.1138	2.0	9.0	15.0	1001	2000
	pp[61,1]	1.036	0.5698	0.01266	1.0	1.0	1.0	1001	2000
	pp[61,2]	2.03	0.5202	0.0122	2.0	2.0	2.0	1001	2000
	pp[61,3]	3.014	0.4264	0.00932	3.0	3.0	3.0	1001	2000
	pp[61,4]	4.012	0.4624	0.01024	4.0	4.0	4.0	1001	2000
	pp[61,5]	4.998	0.4467	0.01047	5.0	5.0	5.0	1001	2000
	pp[61,6]	5.982	0.7673	0.01359	6.0	6.0	6.0	1001	2000
	pp[61,7]	6.965	0.9722	0.02456	6.0	7.0	7.0	1001	2000
	pp[61,8]	7.9	0.9322	0.02031	6.0	8.0	8.0	1001	2000
	pp[61,9]	8.754	1.692	0.03201	2.0	9.0	9.0	1001	2000
	pp[61,10]	9.547	1.921	0.03829	2.0	10.0	10.0	1001	2000
	pp[61,11]	10.08	2.776	0.06019	2.0	11.0	13.0	1001	2000
	pp[61,12]	9.608	4.151	0.09348	1.0	12.0	15.0	1001	2000
	pp[61,13]	12.44	2.34	0.05364	3.0	13.0	13.0	1001	2000
	pp[61,14]	12.57	3.699	0.07919	1.0	14.0	15.0	1001	2000
	pp[61,15]	14.9	1.071	0.02665	15.0	15.0	15.0	1001	2000
	pp[62,1]	1.032	0.5541	0.01157	1.0	1.0	1.0	1001	2000
	pp[62,2]	2.039	0.5513	0.01125	2.0	2.0	2.0	1001	2000
	pp[62,3]	3.063	0.8358	0.01882	3.0	3.0	3.0	1001	2000
	pp[62,4]	4.035	0.6323	0.0139	4.0	4.0	4.0	1001	2000
	pp[62,5]	5.014	0.6159	0.01265	5.0	5.0	5.0	1001	2000
	pp[62,6]	5.987	0.7505	0.0178	6.0	6.0	6.0	1001	2000
	pp[62,7]	6.944	0.9531	0.02042	6.0	7.0	7.0	1001	2000
	pp[62,8]	7.923	0.8411	0.0199	8.0	8.0	8.0	1001	2000
	pp[62,9]	8.724	1.595	0.03599	3.0	9.0	9.0	1001	2000
	pp[62,10]	9.515	1.984	0.04822	2.0	10.0	10.0	1001	2000
	pp[62,11]	10.06	2.778	0.05213	2.0	11.0	11.0	1001	2000
	pp[62,12]	9.701	4.159	0.08456	1.0	12.0	15.0	1001	2000
	pp[62,13]	12.28	2.606	0.05902	2.0	13.0	13.0	1001	2000
	pp[62,14]	12.74	3.486	0.0885	2.0	14.0	14.0	1001	2000
	pp[62,15]	14.88	1.148	0.02459	15.0	15.0	15.0	1001	2000
	pp[63,1]	1.157	1.243	0.02828	1.0	1.0	1.0	1001	2000
	pp[63,2]	2.139	1.129	0.0214	2.0	2.0	2.0	1001	2000
	pp[63,3]	3.149	1.185	0.02462	3.0	3.0	4.0	1001	2000
	pp[63,4]	4.357	1.786	0.03596	4.0	4.0	13.0	1001	2000
	pp[63,5]	5.467	2.065	0.04293	4.0	5.0	15.0	1001	2000
	pp[63,6]	6.386	2.049	0.03755	4.0	6.0	15.0	1001	2000
	pp[63,7]	7.176	1.933	0.03977	4.0	7.0	15.0	1001	2000
	pp[63,8]	8.039	1.945	0.03644	4.0	8.0	15.0	1001	2000
	pp[63,9]	8.672	2.28	0.04968	2.0	9.0	15.0	1001	2000
	pp[63,10]	9.456	2.559	0.05585	2.0	10.0	15.0	1001	2000
	pp[63,11]	9.743	3.207	0.07319	1.0	11.0	15.0	1001	2000
	pp[63,12]	9.47	4.219	0.08933	1.0	12.0	15.0	1001	2000
	pp[63,13]	11.82	3.17	0.07329	2.0	13.0	15.0	1001	2000
	pp[63,14]	11.94	4.1	0.09114	2.0	14.0	15.0	1001	2000
	pp[63,15]	13.92	3.086	0.07924	4.0	15.0	15.0	1001	2000
	pp[64,1]	1.054	0.6547	0.01288	1.0	1.0	1.0	1001	2000
	pp[64,2]	2.013	0.323	0.006956	2.0	2.0	2.0	1001	2000
	pp[64,3]	3.039	0.6144	0.01287	3.0	3.0	3.0	1001	2000
	pp[64,4]	4.085	0.934	0.01912	4.0	4.0	4.0	1001	2000
	pp[64,5]	5.098	1.045	0.0253	5.0	5.0	5.0	1001	2000
	pp[64,6]	6.074	1.112	0.02639	6.0	6.0	6.0	1001	2000
	pp[64,7]	7.013	1.302	0.02318	4.0	7.0	8.0	1001	2000
	pp[64,8]	7.968	1.244	0.03302	5.0	8.0	8.0	1001	2000
	pp[64,9]	8.75	1.668	0.03966	3.0	9.0	9.0	1001	2000
	pp[64,10]	9.532	1.977	0.05187	2.0	10.0	10.0	1001	2000
	pp[64,11]	10.03	2.79	0.0748	2.0	11.0	14.0	1001	2000
	pp[64,12]	9.434	4.241	0.09299	1.0	12.0	15.0	1001	2000
	pp[64,13]	12.2	2.704	0.05483	2.0	13.0	15.0	1001	2000
	pp[64,14]	12.37	3.878	0.08533	1.0	14.0	15.0	1001	2000
	pp[64,15]	14.74	1.587	0.03971	9.0	15.0	15.0	1001	2000
	pp[65,1]	1.049	0.5776	0.01116	1.0	1.0	1.0	1001	2000
	pp[65,2]	2.03	0.5496	0.01164	2.0	2.0	2.0	1001	2000
	pp[65,3]	3.047	0.6732	0.01629	3.0	3.0	3.0	1001	2000
	pp[65,4]	4.014	0.471	0.01056	4.0	4.0	4.0	1001	2000
	pp[65,5]	5.005	0.3924	0.006572	5.0	5.0	5.0	1001	2000
	pp[65,6]	5.982	0.7528	0.0193	6.0	6.0	6.0	1001	2000
	pp[65,7]	6.937	0.8809	0.02045	5.0	7.0	7.0	1001	2000
	pp[65,8]	7.915	0.8333	0.01603	8.0	8.0	8.0	1001	2000
	pp[65,9]	8.752	1.62	0.03731	3.0	9.0	9.0	1001	2000
	pp[65,10]	9.617	1.914	0.04591	2.0	10.0	10.0	1001	2000
	pp[65,11]	10.12	2.701	0.06054	2.0	11.0	11.0	1001	2000
	pp[65,12]	9.518	4.178	0.09543	1.0	12.0	15.0	1001	2000
	pp[65,13]	12.31	2.574	0.05708	2.0	13.0	13.0	1001	2000
	pp[65,14]	12.71	3.565	0.07791	1.0	14.0	14.0	1001	2000
	pp[65,15]	14.91	0.9919	0.01757	15.0	15.0	15.0	1001	2000
	pp[66,1]	1.052	0.659	0.01438	1.0	1.0	1.0	1001	2000
	pp[66,2]	2.018	0.381	0.01018	2.0	2.0	2.0	1001	2000
	pp[66,3]	3.015	0.3725	0.01013	3.0	3.0	3.0	1001	2000
	pp[66,4]	3.992	0.1412	0.002689	4.0	4.0	4.0	1001	2000
	pp[66,5]	5.016	0.685	0.01807	5.0	5.0	5.0	1001	2000
	pp[66,6]	6.0	0.7599	0.01592	6.0	6.0	6.0	1001	2000
	pp[66,7]	6.934	0.8592	0.02146	7.0	7.0	7.0	1001	2000
	pp[66,8]	7.944	0.9444	0.0217	8.0	8.0	8.0	1001	2000
	pp[66,9]	8.732	1.574	0.03319	3.0	9.0	9.0	1001	2000
